"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1408","Valid Image - Broken Image Tests","chromium","Tue Feb 10 09:01:31 UTC 2026","passed","Tue Feb 10 09:01:33 UTC 2026","Elements Suite: Links Functionality","Elements_demoQa/broken_links_images.spec.js","",""
"","1508","All Button Functionalities Combined","chromium","Tue Feb 10 09:01:36 UTC 2026","passed","Tue Feb 10 09:01:37 UTC 2026","Elements Suite: Buttons Functionality","Elements_demoQa/buttons.spec.js","",""
"","2830","Web Tables","chromium","Tue Feb 10 09:01:55 UTC 2026","passed","Tue Feb 10 09:01:58 UTC 2026","Elements Suite: Web Tables","Elements_demoQa/web_tables.spec.js","",""
"","1618","Browser Windows : New Window Message","chromium","Tue Feb 10 09:01:23 UTC 2026","passed","Tue Feb 10 09:01:25 UTC 2026","ALerts, Frame & Windows => Test suite","alerts_frame_windows/browser_windows.spec.js","",""
"","3575","Axis Restricted Draggable","chromium","Tue Feb 10 09:02:04 UTC 2026","passed","Tue Feb 10 09:02:08 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
"","4535","Revert Droppable","chromium","Tue Feb 10 09:02:30 UTC 2026","passed","Tue Feb 10 09:02:34 UTC 2026","Test Suite : Droppable","interactions/droppable.spec.js","",""
"","1400","Tabs","chromium","Tue Feb 10 09:03:03 UTC 2026","passed","Tue Feb 10 09:03:04 UTC 2026","Test Suite : Tabs","widgets_/tabs.spec.js","",""
"","3525","Modal Dialogs","chromium","Tue Feb 10 09:01:26 UTC 2026","passed","Tue Feb 10 09:01:30 UTC 2026","Test suite : Modal Dialogs","alerts_frame_windows/modal_dialogs.spec.js","",""
"","1457","Radio Button Test","chromium","Tue Feb 10 09:01:51 UTC 2026","passed","Tue Feb 10 09:01:52 UTC 2026","Elements Suite: Radio Button Tests","Elements_demoQa/radio_button.spec.js","",""
"","2334","test","chromium","Tue Feb 10 09:02:43 UTC 2026","passed","Tue Feb 10 09:02:45 UTC 2026","Test Suite : Accordian","widgets_/accordian.spec.js","",""
"","2116","Test case","chromium","Tue Feb 10 09:02:48 UTC 2026","passed","Tue Feb 10 09:02:50 UTC 2026","Test suite : Date Picker","widgets_/date_picker.spec.js","",""
"","1885","Slider","chromium","Tue Feb 10 09:03:01 UTC 2026","passed","Tue Feb 10 09:03:03 UTC 2026","Test suite : Slider","widgets_/slider.spec.js","",""
"","1417","Nested Frames","chromium","Tue Feb 10 09:01:30 UTC 2026","passed","Tue Feb 10 09:01:31 UTC 2026","Test suite : Nested Frames","alerts_frame_windows/nested_frames.spec.js","",""
"","1532","Resizeable","chromium","Tue Feb 10 09:02:34 UTC 2026","passed","Tue Feb 10 09:02:36 UTC 2026","Test Suite : Resizeable","interactions/resizeable.spec.js","",""
"","1431","Menu","chromium","Tue Feb 10 09:02:50 UTC 2026","passed","Tue Feb 10 09:02:52 UTC 2026","Test suite : Menu","widgets_/menu.spec.js","",""
"","1466","Browser Windows : New Window","chromium","Tue Feb 10 09:01:21 UTC 2026","passed","Tue Feb 10 09:01:23 UTC 2026","ALerts, Frame & Windows => Test suite","alerts_frame_windows/browser_windows.spec.js","",""
"","1456","Timer Alert","chromium","Tue Feb 10 09:01:16 UTC 2026","passed","Tue Feb 10 09:01:17 UTC 2026","Alerts => Test Suite","alerts_frame_windows/alerts.spec.js","",""
"","1946","Sortable Grid","chromium","Tue Feb 10 09:02:39 UTC 2026","passed","Tue Feb 10 09:02:41 UTC 2026","Test Suite : Sortable","interactions/sortable.spec.js","",""
"","1487","Browser Windows : New Tab","chromium","Tue Feb 10 09:01:20 UTC 2026","passed","Tue Feb 10 09:01:21 UTC 2026","ALerts, Frame & Windows => Test suite","alerts_frame_windows/browser_windows.spec.js","",""
"","1591","Text Box Test","chromium","Tue Feb 10 09:01:52 UTC 2026","passed","Tue Feb 10 09:01:54 UTC 2026","Elements Suite: Text_Box","Elements_demoQa/text_box.spec.js","",""
"","7453","Test case","chromium","Tue Feb 10 09:02:52 UTC 2026","passed","Tue Feb 10 09:02:59 UTC 2026","Test suite","widgets_/progress_bar.spec.js","",""
"","3473","Cursor Style Draggable","chromium","Tue Feb 10 09:02:11 UTC 2026","passed","Tue Feb 10 09:02:15 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
"","1483","Broken Link","chromium","Tue Feb 10 09:01:34 UTC 2026","passed","Tue Feb 10 09:01:36 UTC 2026","Elements Suite: Links Functionality","Elements_demoQa/broken_links_images.spec.js","",""
"","1913","Sortable List","chromium","Tue Feb 10 09:02:41 UTC 2026","passed","Tue Feb 10 09:02:43 UTC 2026","Test Suite : Sortable","interactions/sortable.spec.js","",""
"","6563","Dynamic Properties Functionality","chromium","Tue Feb 10 09:01:39 UTC 2026","passed","Tue Feb 10 09:01:46 UTC 2026","Elements Suite: Dynamic Properties Functionality","Elements_demoQa/dynamic_properties.spec.js","",""
"","4588","Prevent Propogation Droppable","chromium","Tue Feb 10 09:02:25 UTC 2026","passed","Tue Feb 10 09:02:30 UTC 2026","Test Suite : Droppable","interactions/droppable.spec.js","",""
"","1403","Selectable","chromium","Tue Feb 10 09:02:37 UTC 2026","passed","Tue Feb 10 09:02:39 UTC 2026","Test Suite : Selectable","interactions/selectable.spec.js","",""
"","1564","Multiple Color","chromium","Tue Feb 10 09:02:45 UTC 2026","passed","Tue Feb 10 09:02:47 UTC 2026","Test suite : Auto Complete","widgets_/auto_complete.spec.js","",""
"","1645","Simple Alert","chromium","Tue Feb 10 09:01:13 UTC 2026","passed","Tue Feb 10 09:01:15 UTC 2026","Alerts => Test Suite","alerts_frame_windows/alerts.spec.js","",""
"","1921","Expand checkbox tree","chromium","Tue Feb 10 09:01:37 UTC 2026","passed","Tue Feb 10 09:01:39 UTC 2026","Elements Suite: Check_Box","Elements_demoQa/check_box.spec.js","",""
"","4847","Links Functionality","chromium","Tue Feb 10 09:01:46 UTC 2026","passed","Tue Feb 10 09:01:51 UTC 2026","Elements Suite: Links Functionality","Elements_demoQa/links.spec.js","",""
